GO.ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0009617	response to bacterium	490	0.307313861292283	1.34705291060728	1.12794082933324e-05	0.00596167998340315	0.00540763976551152	1598	tags=22%, list=11%, signal=20%	330122/20210/76905/433470/58217/19368/19369/110794/66107/56619/20311/109648/11628/15439/12457/58218/19370/16819/231507/20568/83430/50701/20558/12484/17474/14191/16365/19225/57349/13035/19217/17940/16197/56066/110095/244202/17523/20296/12266/266620/414084/19222/16175/11421/22259/17002/238871/12608/58205/56078/17319/436440/50778/22352/215257/99899/22038/11433/14129/216161/107765/17130/22164/20617/171285/110257/15122/14289/67896/15945/16803/216799/20716/226695/74337/66848/320790/109934/23833/11847/16410/240913/433904/20310/110279/60533/21897/217304/12389/99633/101401/234779/20778/110454/15957/11770/66824/16153/56722/17874/102626/18786/19401/66898/21835/80861
GO:0006220	pyrimidine nucleotide metabolic process	28	0.733051102329635	2.22293403403025	1.23918774915726e-05	0.00600386464466694	0.00544590405550692	1737	tags=43%, list=12%, signal=38%	80914/22271/320685/51797/331487/22247/18102/69719/20425/18103/66588/209558
GO:0030490	maturation of SSU-rRNA	49	0.593224421814418	2.00082165271099	1.76111975204901e-05	0.00787626941416382	0.00714429956094378	5154	tags=80%, list=35%, signal=52%	217995/59014/217431/98956/21771/104662/67842/110816/57315/223499/66878/20055/53414/20116/208366/213895/216987/67619/208144/213773/215194/67222/68979/20085/73736/20826/59028/108707/67045/71340/66467/75416/269470/67994/20044/65961/68966/117599/13871
GO:0030098	lymphocyte differentiation	344	-0.454094130865588	-1.53072523347706	1.94519169739847e-05	0.00807810323476764	0.00732737624358371	2514	tags=28%, list=17%, signal=23%	65113/13866/16157/30936/20351/21813/16183/54698/227525/20737/14256/16184/50932/13024/14998/20230/16431/321019/12159/80859/16168/17305/234695/110168/107568/77727/16362/20667/17221/21940/17095/21417/22165/19883/12487/13653/67596/12477/26362/15001/18762/15985/27218/21947/12522/16189/13655/16847/12458/15962/12482/19885/16842/14456/12775/22637/545645/319146/210757/16205/57757/12578/16364/235320/16428/12902/16818/16149/15978/14462/22780/57765/58208/14961/14370/100038862/21414/12500/14960/12501/12518/12502/12478/18985/252838/16768/13813/17068/14357/244234/240873/12504/16182/12525/18782
GO:0002446	neutrophil mediated immunity	33	0.690780332112607	2.1767736588934	2.16582828619366e-05	0.00839475043728662	0.00761459629040717	1261	tags=48%, list=9%, signal=44%	11846/68891/58217/20311/58218/210155/50701/13035/378460/74732/11421/16409/16414/109934/110279/217304
GO:0042274	ribosomal small subunit biogenesis	72	0.53067121807987	1.92604614366568	2.54632164441068e-05	0.00925269627537732	0.00839281015690626	5154	tags=75%, list=35%, signal=49%	217995/59014/217431/98956/21771/353258/104662/67842/16898/16785/110816/57315/67941/20104/223499/66878/20115/20055/53414/20116/208366/213895/216987/67619/208144/213773/215194/18148/74778/50529/67097/67222/20103/68979/20085/67671/73736/20826/59028/108707/20088/67045/71340/66467/75416/269470/67994/20044/65961/20054/68966/117599/20068/13871
GO:0045454	cell redox homeostasis	59	0.568066160392628	2.0074833242983	2.85439687885182e-05	0.00976203732567324	0.0088548163238685	3056	tags=49%, list=21%, signal=39%	93692/11758/50527/14782/72599/12304/50493/18230/71853/18453/105245/76299/54683/11792/14827/22166/18477/109815/227638/66861/67475/106200/13382/73046/30926/98258/170441/69227/53382
GO:0051928	positive regulation of calcium ion transport	108	-0.55901097195572	-1.74413965284972	3.54803194289941e-05	0.0109427200732972	0.00992577400597813	2316	tags=39%, list=16%, signal=33%	76757/238276/18439/246788/57440/15114/23796/12159/20840/11517/57442/69047/14062/68312/12293/18591/20315/12372/12298/65086/20312/233081/11555/20191/12766/11941/69810/12335/12322/319239/108072/118454/109676/16963/21838/12478/20304/107589/11554/56746/12504/232801
GO:0043270	positive regulation of ion transport	247	-0.477310459738684	-1.58587586835501	3.61984895041143e-05	0.0109427200732972	0.00992577400597813	2316	tags=33%, list=16%, signal=28%	76757/19739/238276/18439/80906/246788/18670/57440/19699/15114/26399/229715/23796/12159/11472/20840/20496/57816/11517/57442/56188/215748/11816/70839/69047/20505/14062/68312/12293/69908/18591/16511/235281/20315/68943/20910/12372/53416/12298/65086/20312/233081/11555/20191/20266/399548/98256/12766/11941/69810/12335/12322/16535/11838/18429/319239/65962/13483/18546/11689/11606/15567/77574/108072/15978/19091/118454/16502/54393/109676/16963/21838/241528/12478/20304/107589/11554/56746/232333/12504/232801
GO:0007600	sensory perception	341	-0.443146684040306	-1.49219455586127	3.97160796894021e-05	0.0109427200732972	0.00992577400597813	2289	tags=30%, list=16%, signal=26%	20512/19739/246190/76260/19339/18439/104111/20719/381375/114774/98711/14814/545205/20496/235636/14619/236690/100503041/11826/67378/114230/258938/14062/18587/258783/67888/18588/52028/14409/236266/20583/212989/18390/243961/259144/20315/19224/224224/17364/214301/56461/258336/12298/74023/19888/11555/17910/15451/244723/19674/258325/259108/56226/12290/20776/17339/11941/12628/16779/73660/328789/16842/258463/14918/18429/216856/258380/16508/16490/65962/16000/16398/258581/26557/110789/269788/11689/12310/12286/258503/108072/15978/16513/11553/58226/71520/387353/259066/12810/258989/21834/217143/22141/230085/218518/54352/70355/243931/13429/11554/14182/269629/319734/12971
GO:0006909	phagocytosis	204	0.384488405343363	1.61241329542738	4.17116772085047e-05	0.0109427200732972	0.00992577400597813	1867	tags=28%, list=13%, signal=25%	21825/17295/21817/19288/110794/100038947/14134/20698/381484/246746/668101/50701/320832/19152/751864/14191/12772/20296/224840/12266/19882/16408/16952/19332/22259/16409/11891/668218/22174/20288/14129/16414/14289/16803/19016/109934/16971/16410/26903/110279/223593/12317/20778/16186/16416/66824/16835/17874/19401/18613/17101/105245/17886/20955/140579/11687/17089
GO:0048771	tissue remodeling	162	0.413135054398033	1.67273670549224	4.32488265595411e-05	0.0109427200732972	0.00992577400597813	1272	tags=23%, list=9%, signal=22%	20750/22339/11501/93695/21817/21857/22337/11601/83430/14609/17387/12484/227326/68588/16878/12772/121021/13038/15251/16449/232790/50490/16175/207209/20348/14257/18605/11433/54485/320790/17242/109934/17246/16410/78688/110279/72828/12389
GO:0032496	response to lipopolysaccharide	232	0.372601938382204	1.57404072848294	4.32890542975294e-05	0.0109427200732972	0.00992577400597813	1575	tags=24%, list=11%, signal=21%	330122/19368/19369/66107/20311/11628/12457/19370/20568/50701/16365/19225/57349/13035/19217/56066/20296/414084/19222/16175/11421/22259/17002/238871/12608/58205/17319/22352/215257/22038/11433/216161/107765/17130/22164/20617/171285/15945/16803/216799/74337/109934/20310/110279/60533/217304/234779/20778/66824/16153/56722/17874/102626/18786/19401
GO:0042255	ribosome assembly	63	0.550710596452881	1.95602957456921	4.71874748488675e-05	0.0114311657821382	0.0103688267102117	3975	tags=60%, list=27%, signal=44%	59014/69902/217011/12181/100019/67239/12261/71986/218629/19988/110109/66448/235036/16898/16785/110816/100503670/67941/269261/67832/75619/16418/110954/118451/66164/208144/68193/74778/50529/225215/67097/20103/11837/20085/27367/67671/72831/216767
GO:0043312	neutrophil degranulation	13	0.82975473397097	2.04351959142586	6.46675347875356e-05	0.0150390818901893	0.0136414462857075	1202	tags=62%, list=8%, signal=56%	68891/210155/378460/74732/16409/16414/109934/110279
GO:0043902	positive regulation of multi-organism process	35	0.644986383561238	2.03134839474294	8.30888611979019e-05	0.0185799476540231	0.0168532467449995	365	tags=26%, list=3%, signal=25%	16323/22339/18795/18442/218454/665270/18441/242202/15423
GO:1901607	alpha-amino acid biosynthetic process	47	0.599165608000732	1.99991607699419	0.000101924827626971	0.0219478128823411	0.0199081242265546	3504	tags=47%, list=24%, signal=36%	11898/257635/71275/107272/56454/20768/27053/12035/69719/381290/20425/210009/14718/14719/108156/66902/67870/209027/109079/26433/100678/27364
GO:0034767	positive regulation of ion transmembrane transport	139	-0.519859839439194	-1.65869185245746	0.000109134116926734	0.0221758301423481	0.0201149510280383	2316	tags=36%, list=16%, signal=31%	76757/19739/18439/80906/57440/19699/15114/229715/23796/12159/11472/20840/57816/57442/56188/215748/20505/14062/68312/12293/16511/68943/12372/53416/12298/20312/11555/20191/12766/69810/12335/16535/11838/319239/65962/13483/11689/11606/77574/15978/19091/118454/16502/109676/16963/21838/241528/12478/11554/56746
GO:0002444	myeloid leukocyte mediated immunity	92	0.467592000678341	1.77377492620794	0.000110612155852786	0.0221758301423481	0.0201149510280383	1274	tags=29%, list=9%, signal=27%	11846/68891/58217/20311/58218/210155/50701/14191/13035/12772/378460/11541/12266/11542/16190/74732/11421/16409/15368/14129/16414/109934/18124/110279/56200/217304/56743
GO:0002250	adaptive immune response	370	-0.437415181386562	-1.4779535247148	0.000122710298314272	0.0237812558133059	0.0215711787562983	2557	tags=30%, list=18%, signal=26%	20723/15040/65113/27007/13731/50723/12258/20351/21939/15015/16183/54698/227525/20737/18439/16904/105352/14998/12524/321019/12260/80859/15458/667977/15216/239743/229603/54215/14999/77727/16362/17221/22165/12516/12259/19883/12487/17260/15019/110557/12262/12477/100529082/243958/18762/225825/15985/15018/110558/27218/21947/16189/16797/12458/15962/18646/16992/19885/16842/12775/22637/545645/16069/319146/210757/13136/64435/240754/16364/16428/12520/12902/12268/13848/16149/77647/234199/209590/75863/15978/14462/57765/14961/78473/12500/14960/12501/12518/18761/12326/16963/14128/20400/24099/14939/12502/12478/12263/14969/16768/12526/17082/13813/72049/14125/54390/240873/12504/16182/21935/12525/14990
GO:0071826	ribonucleoprotein complex subunit organization	172	0.38414188055369	1.57223342868843	0.00013018390461777	0.0244157813370231	0.0221467355563677	4336	tags=51%, list=30%, signal=36%	59014/26905/69902/78688/20595/217011/27275/226419/72171/12181/433702/100019/67204/67239/108143/216766/71986/218629/19988/269523/110109/66448/20174/235036/16898/20901/20641/16785/110816/100503670/67941/214572/57905/68988/67996/269261/67832/217207/110809/27374/75619/16418/110954/28035/20643/56505/234344/13669/68193/15519/56351/19656/74778/50529/225215/14105/67097/20103/239528/11837/20085/21357/27367/217869/12729/67671/69241/20826/68219/214498/72831/16573/70767/55944/22384/69878/67465/68011/432508/15516/66877/20815/22258/75062/107686/320632/68995/75705
GO:0051883	killing of cells in other organism involved in symbiotic interaction	17	0.758457870004198	2.06117138095636	0.000140455383510985	0.0255189874916521	0.0231474168220407	249	tags=35%, list=2%, signal=35%	11846/58217/20311/58218/50701/13035
GO:0009123	nucleoside monophosphate metabolic process	38	0.618535702840527	1.99241676523827	0.000153909276498151	0.0264837468968808	0.0240225176893113	1806	tags=37%, list=12%, signal=32%	80914/11639/23959/320685/11821/11565/331487/22247/20425/108147/11566/11637/14450/109674
GO:0097530	granulocyte migration	132	0.410391133760001	1.62317131416284	0.000154875712847256	0.0264837468968808	0.0240225176893113	1201	tags=26%, list=8%, signal=24%	21825/20750/22339/330122/11501/68891/58217/20311/58218/83430/19152/57349/109700/56066/16854/20296/20306/16175/16952/20343/238871/16409/16172/16414/68279/15945/16803/16177/270152/12771/20308/17242/20310/26903
GO:0050900	leukocyte migration	311	0.332365053537659	1.41665717222104	0.00016057352001264	0.0266735555815283	0.0241946867748369	1273	tags=21%, list=9%, signal=20%	14068/21825/20750/22339/330122/11501/68891/58217/18795/20311/64095/58218/83430/50701/19152/17387/12484/57349/50930/109700/12772/56066/15404/56532/16421/77125/16854/71223/20296/12768/20306/20339/11542/84094/16175/16408/20344/16952/20343/238871/16409/16403/17319/100952/16172/16414/22164/57781/14289/68279/15945/16803/16177/270152/14537/12771/20308/13601/17242/109934/14254/20310/26903/110279/27205/12317
GO:0051346	negative regulation of hydrolase activity	281	0.331355000790409	1.42085097606005	0.000177128704573903	0.0273201660189828	0.0247812053944388	1271	tags=18%, list=9%, signal=17%	21825/22339/20732/215821/21857/19288/20568/18788/16427/19225/213053/18793/235505/17940/18984/23859/57875/24064/20319/74754/20661/20660/74116/16952/11540/13014/12505/17002/11699/69697/11812/21789/71869/72462/241197/14433/20354/320415/231207/20617/20716/24015/13601/12047/17246/16425/78688/207965/67973/217011
GO:0051897	positive regulation of protein kinase B signaling	91	0.472744229002081	1.78882774189539	0.000179714822357964	0.0273201660189828	0.0247812053944388	739	tags=21%, list=5%, signal=20%	14068/21825/14058/22339/17295/11501/211323/14538/12985/104943/105349/18413/11600/24064/19882/50490/15442/237542/14066
GO:0000027	ribosomal large subunit assembly	28	0.678475543317305	2.05743688496494	0.00018428520153509	0.0273201660189828	0.0247812053944388	3829	tags=79%, list=26%, signal=58%	59014/69902/217011/12181/100019/67239/71986/19988/110109/66448/235036/100503670/269261/67832/75619/110954/68193/225215/11837/27367/67671/72831
GO:0010959	regulation of metal ion transport	339	-0.432416873274216	-1.45546444131692	0.000186392746580451	0.0273201660189828	0.0247812053944388	2640	tags=32%, list=18%, signal=27%	12288/69847/18821/16497/66109/18787/18854/20193/19062/246198/14226/14681/21808/76757/19739/23967/20648/238276/18439/80906/246788/329152/57440/15114/114774/229715/23796/12159/11472/20840/57816/11517/57442/17178/56188/15216/215748/70839/74166/72821/69047/69106/211482/14062/75785/68312/12293/15205/18591/16511/235281/20315/16170/56461/80708/12372/53416/12298/103988/70357/65086/20312/233081/11555/20191/19674/13400/19700/20266/399548/12766/11941/69810/213573/319984/12335/12322/16535/22041/319239/13483/16000/26557/11606/22066/12286/108072/15978/19091/56379/14166/269109/66402/118454/16502/14126/109676/16963/21838/241528/12478/20304/107589/11554/56746/12504/232801/11936
GO:0097529	myeloid leukocyte migration	190	0.382297251229189	1.59492913018044	0.000187961238520694	0.0273201660189828	0.0247812053944388	1201	tags=23%, list=8%, signal=22%	21825/20750/22339/330122/11501/68891/58217/18795/20311/64095/58218/83430/19152/17387/57349/109700/12772/56066/16854/20296/12768/20306/16175/16952/20343/238871/16409/17319/100952/16172/16414/57781/14289/68279/15945/16803/16177/270152/12771/20308/17242/14254/20310/26903
GO:0007601	visual perception	85	-0.571093401107246	-1.7341613267795	0.000200977282552748	0.0284995590429678	0.0258509932115345	2570	tags=38%, list=18%, signal=31%	14615/50769/100038570/77974/19739/98711/236690/67378/114230/18587/18588/52028/14409/224224/17364/214301/12298/74023/19888/244723/19674/17339/12628/16779/73660/110789/108072/16513/217143/54352/70355/319734
GO:0098815	modulation of excitatory postsynaptic potential	38	-0.671403073336209	-1.82271999918395	0.000228179013668026	0.0312525503812164	0.0283481392301512	2181	tags=34%, list=15%, signal=29%	64009/19699/56216/243961/18762/11555/13400/20907/116838/13048/216856/50873/108013
GO:0050953	sensory perception of light stimulus	87	-0.563027853320657	-1.71341744767975	0.000234826238730773	0.0312525503812164	0.0283481392301512	2570	tags=37%, list=18%, signal=30%	14615/50769/100038570/77974/19739/98711/236690/67378/114230/18587/18588/52028/14409/224224/17364/214301/12298/74023/19888/244723/19674/17339/12628/16779/73660/110789/108072/16513/217143/54352/70355/319734
GO:1904064	positive regulation of cation transmembrane transport	127	-0.509360598636122	-1.60999473287035	0.000236517409145772	0.0312525503812164	0.0283481392301512	2316	tags=35%, list=16%, signal=30%	76757/19739/80906/57440/19699/15114/229715/23796/12159/11472/20840/57816/57442/56188/215748/14062/68312/12293/16511/68943/12372/12298/20312/11555/20191/12766/69810/12335/16535/11838/319239/13483/11689/11606/15978/19091/118454/16502/109676/16963/21838/241528/12478/11554/56746
GO:0002181	cytoplasmic translation	83	0.467463185940994	1.7446907382784	0.000263551074468886	0.03405079882138	0.0308863364465291	3981	tags=57%, list=27%, signal=41%	14853/18746/231207/26905/225363/66632/13681/14852/67204/218629/19988/66480/234734/108067/16898/16785/19944/19921/116905/66521/319195/13669/98221/68193/20005/26961/54709/67579/69082/105638/66167/19899/11837/19941/217869/27370/67671/67248/57808/66475/13494/13495/19946/13629/55944/22384/621697
GO:0010866	regulation of triglyceride biosynthetic process	20	0.736106638004991	2.06497841658582	0.000276938082386739	0.0350025654564457	0.0317496520081822	2528	tags=65%, list=17%, signal=54%	76574/12266/67800/22259/17691/26457/20778/16835/21835/14756/20787/13350/21416
GO:1901163	regulation of trophoblast cell migration	12	0.827365086632319	2.00298405527236	0.000305050000197303	0.0371920755663942	0.0337356831219805	1610	tags=50%, list=11%, signal=44%	22339/21857/14609/17381/12317/12261
GO:0034765	regulation of ion transmembrane transport	356	-0.427187963375207	-1.44107177576839	0.00030833685587522	0.0371920755663942	0.0337356831219805	2640	tags=30%, list=18%, signal=25%	69847/18821/252972/20273/16497/69454/66109/20193/170706/69635/14226/21808/76757/19739/23967/20648/50932/18439/80906/329152/76856/12724/57440/19699/15114/229715/23796/12159/11472/20840/57816/57442/14664/17178/56188/215748/15168/74166/72821/69106/20505/14062/75785/68312/12293/18390/243961/17260/16511/235281/68943/16530/18750/56461/12372/53416/12298/70357/20312/11555/20191/16189/19017/19700/12290/20266/399548/12766/69810/12335/212933/16535/11838/216856/16508/319239/16490/65962/13483/11689/11606/77574/12286/15978/110880/60597/19091/16513/338370/56379/14166/269109/58226/66402/118454/16517/16502/14126/109676/16963/21838/241528/12478/11554/56746/11936/319734/16524
GO:0042744	hydrogen peroxide catabolic process	18	0.741624944449463	2.00940190952333	0.000332425132454009	0.0371920755663942	0.0337356831219805	2080	tags=61%, list=14%, signal=52%	15439/17523/11758/50493/15129/15130/20617/15122/101488143/54683/18477
GO:0043900	regulation of multi-organism process	62	0.513387402933463	1.81506231565729	0.000335936450600801	0.0371920755663942	0.0337356831219805	365	tags=19%, list=3%, signal=19%	16323/22339/21857/18795/18442/14609/218454/192199/665270/18441/242202/15423
GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	10	-0.862059356264393	-1.80997950674833	0.000342008273412788	0.0371920755663942	0.0337356831219805	1622	tags=70%, list=11%, signal=62%	14062/14063/13809/11606/11554/12873/17227
GO:0070943	neutrophil-mediated killing of symbiont cell	11	0.839183105291542	1.97741021029887	0.000347381048580635	0.0371920755663942	0.0337356831219805	249	tags=55%, list=2%, signal=54%	11846/58217/20311/58218/50701/13035
GO:0030217	T cell differentiation	253	-0.450356292564504	-1.49867287525083	0.00035294379996849	0.0371920755663942	0.0337356831219805	2287	tags=28%, list=16%, signal=24%	13866/30936/20351/21813/16183/54698/20737/16184/50932/13024/14998/20230/321019/12159/80859/16168/234695/110168/107568/16362/20667/17221/21940/21417/22165/19883/12487/13653/67596/12477/15001/18762/12522/16189/13655/16847/12458/19885/16842/12775/22637/210757/16205/12578/16364/235320/16428/16818/16149/15978/14462/57765/58208/14370/100038862/21414/12500/14960/12501/12502/252838/16768/13813/14357/244234/240873/12504/16182/12525/18782
